ligand	receptor	ligand.name	receptor.name	ligand.synonyms	receptor.synonyms	ligand.altern.names	receptor.altern.names	source	PMIDs	cells.L	cells.R	remarks
KNG1	PLAUR	Kininogen-1	Urokinase plasminogen activator surface receptor	BDK,KNG	MO3,UPAR	Alpha-2-thiol proteinase inhibitor || Fitzgerald factor || High molecular weight kininogen || HMWK || Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kini || Ile-Ser-Bradykinin); Bradykini || Kallidin I); Lysyl-bradykini || Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor	U-PAR || uPAR || Monocyte activation antigen Mo3 || CD antigen CD87	HPRD,fantom5	14764580	""	""	""
KNG1	RXFP4	Kininogen-1	Relaxin-3 receptor 2	BDK,KNG	GPR100,RLN3R2	Alpha-2-thiol proteinase inhibitor || Fitzgerald factor || High molecular weight kininogen || HMWK || Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kini || Ile-Ser-Bradykinin); Bradykini || Kallidin I); Lysyl-bradykini || Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor	RLN3 receptor 2 || G-protein coupled receptor 100 || G-protein coupled receptor GPCR142 || Insulin-like peptide INSL5 receptor || Relaxin family peptide receptor 4	HPRD,fantom5	14530218	""	""	""
KNG1	SDC2	Kininogen-1	Syndecan-2	BDK,KNG	HSPG1	Alpha-2-thiol proteinase inhibitor || Fitzgerald factor || High molecular weight kininogen || HMWK || Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kini || Ile-Ser-Bradykinin); Bradykini || Kallidin I); Lysyl-bradykini || Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor	SYND2 || Fibroglycan || Heparan sulfate proteoglycan core protein || HSPG || CD antigen CD362	fantom5	""	""	""	""
KRTAP4-12	AQP1	Keratin-associated protein 4-12	Aquaporin-1	KAP4.12,KRTAP4.12	CHIP28	Keratin-associated protein 4.12 || Ultrahigh sulfur keratin-associated protein 4.12	AQP-1 || Aquaporin-CHIP || Urine water channel || Water channel protein for red blood cells and kidney proximal tubule	fantom5,HPRD	16189514	""	""	""
KRTAP4-12	CATSPER1	Keratin-associated protein 4-12	Cation channel sperm-associated protein 1	KAP4.12,KRTAP4.12	""	Keratin-associated protein 4.12 || Ultrahigh sulfur keratin-associated protein 4.12	CatSper1 || hCatSper	HPRD,fantom5	16189514	""	""	""
KRTAP4-12	CLDN2	Keratin-associated protein 4-12	Claudin-2	KAP4.12,KRTAP4.12	PSEC0059,SP82,UNQ705/PRO1356	Keratin-associated protein 4.12 || Ultrahigh sulfur keratin-associated protein 4.12	SP82	HPRD,fantom5	16189514	""	""	""
KRTAP4-12	CNTFR	Keratin-associated protein 4-12	Ciliary neurotrophic factor receptor subunit alpha	KAP4.12,KRTAP4.12	""	Keratin-associated protein 4.12 || Ultrahigh sulfur keratin-associated protein 4.12	CNTF receptor subunit alpha || CNTFR-alpha	HPRD,fantom5	16189514	""	""	""
KRTAP4-12	LINGO1	Keratin-associated protein 4-12	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1	KAP4.12,KRTAP4.12	LERN1,LRRN6A,UNQ201/PRO227	Keratin-associated protein 4.12 || Ultrahigh sulfur keratin-associated protein 4.12	Leucine-rich repeat and immunoglobulin domain-containing protein 1 || Leucine-rich repeat neuronal protein 1 || Leucine-rich repeat neuronal protein 6A	fantom5,HPRD	16189514	""	""	""
KRTAP4-12	PDGFRB	Keratin-associated protein 4-12	Platelet-derived growth factor receptor beta	KAP4.12,KRTAP4.12	PDGFR,PDGFR1	Keratin-associated protein 4.12 || Ultrahigh sulfur keratin-associated protein 4.12	PDGF-R-beta || PDGFR-beta || EC 2.7.10.1 || Beta platelet-derived growth factor receptor || Beta-type platelet-derived growth factor receptor || CD140 antigen-like family member B || Platelet-derived growth factor receptor 1 || PDGFR-1 || CD antigen CD140b	fantom5,HPRD	16189514	""	""	""
KRTAP4-12	PLSCR4	Keratin-associated protein 4-12	Phospholipid scramblase 4	KAP4.12,KRTAP4.12	GIG43	Keratin-associated protein 4.12 || Ultrahigh sulfur keratin-associated protein 4.12	PL scramblase 4 || Ca(2+)-dependent phospholipid scramblase 4 || Cell growth-inhibiting gene 43 protein || TRA1	fantom5,HPRD	16189514	""	""	""
L1CAM	CNTN1	Neural cell adhesion molecule L1	Contactin-1	CAML1,MIC5	""	N-CAM-L1 || NCAM-L1 || CD antigen CD171	Glycoprotein gp135 || Neural cell surface protein F3	HPRD,fantom5	7595520	""	""	""
L1CAM	EGFR	Neural cell adhesion molecule L1	Epidermal growth factor receptor	CAML1,MIC5	ERBB,ERBB1,HER1	N-CAM-L1 || NCAM-L1 || CD antigen CD171	EC 2.7.10.1 || Proto-oncogene c-ErbB-1 || Receptor tyrosine-protein kinase erbB-1	fantom5	14718570	""	""	""
L1CAM	EPHB2	Neural cell adhesion molecule L1	Ephrin type-B receptor 2	CAML1,MIC5	DRT,EPHT3,EPTH3,ERK,HEK5,TYRO5	N-CAM-L1 || NCAM-L1 || CD antigen CD171	EC 2.7.10.1 || Developmentally-regulated Eph-related tyrosine kinase || ELK-related tyrosine kinase || EPH tyrosine kinase 3 || EPH-like kinase 5 || EK5 || hEK5 || Renal carcinoma antigen NY-REN-47 || Tyrosine-protein kinase TYRO5 || Tyrosine-protein kinase receptor EPH-3	fantom5	""	""	""	""
L1CAM	ERBB2	Neural cell adhesion molecule L1	Receptor tyrosine-protein kinase erbB-2	CAML1,MIC5	HER2,MLN19,NEU,NGL	N-CAM-L1 || NCAM-L1 || CD antigen CD171	EC 2.7.10.1 || Metastatic lymph node gene 19 protein || MLN 19 || Proto-oncogene Neu || Proto-oncogene c-ErbB-2 || Tyrosine kinase-type cell surface receptor HER2 || p185erbB2 || CD antigen CD340	fantom5	22815787	""	""	""
L1CAM	ERBB3	Neural cell adhesion molecule L1	Receptor tyrosine-protein kinase erbB-3	CAML1,MIC5	HER3	N-CAM-L1 || NCAM-L1 || CD antigen CD171	EC 2.7.10.1 || Proto-oncogene-like protein c-ErbB-3 || Tyrosine kinase-type cell surface receptor HER3	fantom5	22815787	""	""	""
L1CAM	FGFR2	Neural cell adhesion molecule L1	Fibroblast growth factor receptor 2	CAML1,MIC5	BEK,KGFR,KSAM	N-CAM-L1 || NCAM-L1 || CD antigen CD171	FGFR-2 || EC 2.7.10.1 || K-sam || KGFR || Keratinocyte growth factor receptor || CD antigen CD332	fantom5	""	""	""	""
L1CAM	ITGA5	Neural cell adhesion molecule L1	Integrin alpha-5	CAML1,MIC5	FNRA	N-CAM-L1 || NCAM-L1 || CD antigen CD171	CD49 antigen-like family member E || Fibronectin receptor subunit alpha || Integrin alpha-F || VLA-5 || CD antigen CD49e) [Cleaved into: Integrin alpha-5 heavy chain; Integrin alpha-5 light chain	fantom5,HPRD	10871287	""	""	""
L1CAM	ITGAV	Neural cell adhesion molecule L1	Integrin alpha-V	CAML1,MIC5	MSK8,VNRA,VTNR	N-CAM-L1 || NCAM-L1 || CD antigen CD171	Vitronectin receptor || Vitronectin receptor subunit alpha || CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain	fantom5,HPRD	10871287	""	""	""
LACRT	SDC1	Extracellular glycoprotein lacritin	Syndecan-1	""	SDC	""	SYND1 || CD antigen CD138	fantom5,HPRD	16982797	""	""	""
LAMA1	GPC1	Laminin subunit alpha-1	Glypican-1 [Cleaved into: Secreted glypican-1]	LAMA	""	Laminin A chain || Laminin-1 subunit alpha || Laminin-3 subunit alpha || S-laminin subunit alpha || S-LAM alpha	""	fantom5	""	""	""	""
LAMA1	ITGA1	Laminin subunit alpha-1	Integrin alpha-1	LAMA	""	Laminin A chain || Laminin-1 subunit alpha || Laminin-3 subunit alpha || S-laminin subunit alpha || S-LAM alpha	CD49 antigen-like family member A || Laminin and collagen receptor || VLA-1 || CD antigen CD49a	HPRD,fantom5	9688542	""	""	""
LAMA1	ITGA2	Laminin subunit alpha-1	Integrin alpha-2	LAMA	CD49B	Laminin A chain || Laminin-1 subunit alpha || Laminin-3 subunit alpha || S-laminin subunit alpha || S-LAM alpha	CD49 antigen-like family member B || Collagen receptor || Platelet membrane glycoprotein Ia || GPIa || VLA-2 subunit alpha || CD antigen CD49b	HPRD,fantom5	9688542	""	""	""
LAMA1	ITGA3	Laminin subunit alpha-1	Integrin alpha-3	LAMA	MSK18	Laminin A chain || Laminin-1 subunit alpha || Laminin-3 subunit alpha || S-laminin subunit alpha || S-LAM alpha	CD49 antigen-like family member C || FRP-2 || Galactoprotein B3 || GAPB3 || VLA-3 subunit alpha || CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain	fantom5	""	""	""	""
LAMA1	ITGA6	Laminin subunit alpha-1	Integrin alpha-6	LAMA	""	Laminin A chain || Laminin-1 subunit alpha || Laminin-3 subunit alpha || S-laminin subunit alpha || S-LAM alpha	CD49 antigen-like family member F || VLA-6 || CD antigen CD49f) [Cleaved into: Integrin alpha-6 heavy chain; Integrin alpha-6 light chain; Processed integrin alpha- || Alpha6p)	fantom5	""	""	""	""
LAMA1	ITGA7	Laminin subunit alpha-1	Integrin alpha-7 [Cleaved into: Integrin alpha-7 heavy chain; Integrin alpha-7 light chain; Integrin alpha-7 70 kDa form]	LAMA	UNQ406/PRO768	Laminin A chain || Laminin-1 subunit alpha || Laminin-3 subunit alpha || S-laminin subunit alpha || S-LAM alpha	""	fantom5,HPMR	11278916	""	""	""
LAMA1	ITGB1	Laminin subunit alpha-1	Integrin beta-1	LAMA	FNRB,MDF2,MSK12	Laminin A chain || Laminin-1 subunit alpha || Laminin-3 subunit alpha || S-laminin subunit alpha || S-LAM alpha	Fibronectin receptor subunit beta || Glycoprotein IIa || GPIIA || VLA-4 subunit beta || CD antigen CD29	HPRD,reactome,fantom5,HPMR	11278916,97	""	""	""
LAMA1	ITGB4	Laminin subunit alpha-1	Integrin beta-4	LAMA	""	Laminin A chain || Laminin-1 subunit alpha || Laminin-3 subunit alpha || S-laminin subunit alpha || S-LAM alpha	GP150 || CD antigen CD104	fantom5	""	""	""	""
LAMA1	ITGB8	Laminin subunit alpha-1	Integrin beta-8	LAMA	""	Laminin A chain || Laminin-1 subunit alpha || Laminin-3 subunit alpha || S-laminin subunit alpha || S-LAM alpha	""	HPMR,fantom5	7542940	""	""	""
LAMA1	NT5E	Laminin subunit alpha-1	5'-nucleotidase	LAMA	NT5,NTE	Laminin A chain || Laminin-1 subunit alpha || Laminin-3 subunit alpha || S-laminin subunit alpha || S-LAM alpha	5'-NT || EC 3.1.3.5 || Ecto-5'-nucleotidase || CD antigen CD73	HPRD,fantom5	10470109	""	""	""
LAMA1	RPSA	Laminin subunit alpha-1	40S ribosomal protein SA	LAMA	LAMBR,LAMR1	Laminin A chain || Laminin-1 subunit alpha || Laminin-3 subunit alpha || S-laminin subunit alpha || S-LAM alpha	37 kDa laminin receptor precursor || 37LRP || 37/67 kDa laminin receptor || LRP/LR || 67 kDa laminin receptor || 67LR || Colon carcinoma laminin-binding protein || Laminin receptor 1 || LamR || Laminin-binding protein precursor p40 || LBP/p40 || Multidrug resistance-associated protein MGr1-Ag || NEM/1CHD4 || Small ribosomal subunit protein uS2	HPMR,fantom5	2970671	""	""	""
LAMA1	SDC2	Laminin subunit alpha-1	Syndecan-2	LAMA	HSPG1	Laminin A chain || Laminin-1 subunit alpha || Laminin-3 subunit alpha || S-laminin subunit alpha || S-LAM alpha	SYND2 || Fibroglycan || Heparan sulfate proteoglycan core protein || HSPG || CD antigen CD362	fantom5	""	""	""	""
LAMA1	SDC4	Laminin subunit alpha-1	Syndecan-4	LAMA	""	Laminin A chain || Laminin-1 subunit alpha || Laminin-3 subunit alpha || S-laminin subunit alpha || S-LAM alpha	SYND4 || Amphiglycan || Ryudocan core protein	fantom5	""	""	""	""
LAMA1	TMPRSS6	Laminin subunit alpha-1	Transmembrane protease serine 6	LAMA	UNQ354/PRO618	Laminin A chain || Laminin-1 subunit alpha || Laminin-3 subunit alpha || S-laminin subunit alpha || S-LAM alpha	EC 3.4.21.- || Matriptase-2	fantom5,HPRD	""	""	""	""
LAMA2	ITGA1	Laminin subunit alpha-2	Integrin alpha-1	LAMM	""	Laminin M chain || Laminin-12 subunit alpha || Laminin-2 subunit alpha || Laminin-4 subunit alpha || Merosin heavy chain	CD49 antigen-like family member A || Laminin and collagen receptor || VLA-1 || CD antigen CD49a	fantom5	""	""	""	""
LAMA2	ITGA2	Laminin subunit alpha-2	Integrin alpha-2	LAMM	CD49B	Laminin M chain || Laminin-12 subunit alpha || Laminin-2 subunit alpha || Laminin-4 subunit alpha || Merosin heavy chain	CD49 antigen-like family member B || Collagen receptor || Platelet membrane glycoprotein Ia || GPIa || VLA-2 subunit alpha || CD antigen CD49b	fantom5	""	""	""	""
LAMA2	ITGA3	Laminin subunit alpha-2	Integrin alpha-3	LAMM	MSK18	Laminin M chain || Laminin-12 subunit alpha || Laminin-2 subunit alpha || Laminin-4 subunit alpha || Merosin heavy chain	CD49 antigen-like family member C || FRP-2 || Galactoprotein B3 || GAPB3 || VLA-3 subunit alpha || CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain	fantom5	""	""	""	""
LAMA2	ITGA6	Laminin subunit alpha-2	Integrin alpha-6	LAMM	""	Laminin M chain || Laminin-12 subunit alpha || Laminin-2 subunit alpha || Laminin-4 subunit alpha || Merosin heavy chain	CD49 antigen-like family member F || VLA-6 || CD antigen CD49f) [Cleaved into: Integrin alpha-6 heavy chain; Integrin alpha-6 light chain; Processed integrin alpha- || Alpha6p)	fantom5	""	""	""	""
LAMA2	ITGA7	Laminin subunit alpha-2	Integrin alpha-7 [Cleaved into: Integrin alpha-7 heavy chain; Integrin alpha-7 light chain; Integrin alpha-7 70 kDa form]	LAMM	UNQ406/PRO768	Laminin M chain || Laminin-12 subunit alpha || Laminin-2 subunit alpha || Laminin-4 subunit alpha || Merosin heavy chain	""	HPMR,fantom5	11278916	""	""	""
LAMA2	ITGB1	Laminin subunit alpha-2	Integrin beta-1	LAMM	FNRB,MDF2,MSK12	Laminin M chain || Laminin-12 subunit alpha || Laminin-2 subunit alpha || Laminin-4 subunit alpha || Merosin heavy chain	Fibronectin receptor subunit beta || Glycoprotein IIa || GPIIA || VLA-4 subunit beta || CD antigen CD29	reactome,fantom5,HPMR	11278916	""	""	""
LAMA2	ITGB4	Laminin subunit alpha-2	Integrin beta-4	LAMM	""	Laminin M chain || Laminin-12 subunit alpha || Laminin-2 subunit alpha || Laminin-4 subunit alpha || Merosin heavy chain	GP150 || CD antigen CD104	fantom5	""	""	""	""
LAMA2	RPSA	Laminin subunit alpha-2	40S ribosomal protein SA	LAMM	LAMBR,LAMR1	Laminin M chain || Laminin-12 subunit alpha || Laminin-2 subunit alpha || Laminin-4 subunit alpha || Merosin heavy chain	37 kDa laminin receptor precursor || 37LRP || 37/67 kDa laminin receptor || LRP/LR || 67 kDa laminin receptor || 67LR || Colon carcinoma laminin-binding protein || Laminin receptor 1 || LamR || Laminin-binding protein precursor p40 || LBP/p40 || Multidrug resistance-associated protein MGr1-Ag || NEM/1CHD4 || Small ribosomal subunit protein uS2	HPRD,fantom5,HPMR	2970671,111	""	""	""
LAMA3	ITGA3	Laminin subunit alpha-3	Integrin alpha-3	LAMNA	MSK18	Epiligrin 170 kDa subunit || E170 || Epiligrin subunit alpha || Kalinin subunit alpha || Laminin-5 subunit alpha || Laminin-6 subunit alpha || Laminin-7 subunit alpha || Nicein subunit alpha	CD49 antigen-like family member C || FRP-2 || Galactoprotein B3 || GAPB3 || VLA-3 subunit alpha || CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain	reactome	""	""	""	""
LAMA3	ITGB1	Laminin subunit alpha-3	Integrin beta-1	LAMNA	FNRB,MDF2,MSK12	Epiligrin 170 kDa subunit || E170 || Epiligrin subunit alpha || Kalinin subunit alpha || Laminin-5 subunit alpha || Laminin-6 subunit alpha || Laminin-7 subunit alpha || Nicein subunit alpha	Fibronectin receptor subunit beta || Glycoprotein IIa || GPIIA || VLA-4 subunit beta || CD antigen CD29	reactome	""	""	""	""
LAMA3	ITGB4	Laminin subunit alpha-3	Integrin beta-4	LAMNA	""	Epiligrin 170 kDa subunit || E170 || Epiligrin subunit alpha || Kalinin subunit alpha || Laminin-5 subunit alpha || Laminin-6 subunit alpha || Laminin-7 subunit alpha || Nicein subunit alpha	GP150 || CD antigen CD104	reactome	""	""	""	""
LAMA3	SDC2	Laminin subunit alpha-3	Syndecan-2	LAMNA	HSPG1	Epiligrin 170 kDa subunit || E170 || Epiligrin subunit alpha || Kalinin subunit alpha || Laminin-5 subunit alpha || Laminin-6 subunit alpha || Laminin-7 subunit alpha || Nicein subunit alpha	SYND2 || Fibroglycan || Heparan sulfate proteoglycan core protein || HSPG || CD antigen CD362	fantom5,HPRD	11373281	""	""	""
LAMA4	ITGA3	Laminin subunit alpha-4	Integrin alpha-3	""	MSK18	Laminin-14 subunit alpha || Laminin-8 subunit alpha || Laminin-9 subunit alpha	CD49 antigen-like family member C || FRP-2 || Galactoprotein B3 || GAPB3 || VLA-3 subunit alpha || CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain	fantom5	""	""	""	""
LAMA4	ITGA6	Laminin subunit alpha-4	Integrin alpha-6	""	""	Laminin-14 subunit alpha || Laminin-8 subunit alpha || Laminin-9 subunit alpha	CD49 antigen-like family member F || VLA-6 || CD antigen CD49f) [Cleaved into: Integrin alpha-6 heavy chain; Integrin alpha-6 light chain; Processed integrin alpha- || Alpha6p)	fantom5	""	""	""	""
LAMA4	ITGAV	Laminin subunit alpha-4	Integrin alpha-V	""	MSK8,VNRA,VTNR	Laminin-14 subunit alpha || Laminin-8 subunit alpha || Laminin-9 subunit alpha	Vitronectin receptor || Vitronectin receptor subunit alpha || CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain	fantom5	""	""	""	""
LAMA4	ITGB1	Laminin subunit alpha-4	Integrin beta-1	""	FNRB,MDF2,MSK12	Laminin-14 subunit alpha || Laminin-8 subunit alpha || Laminin-9 subunit alpha	Fibronectin receptor subunit beta || Glycoprotein IIa || GPIIA || VLA-4 subunit beta || CD antigen CD29	fantom5,reactome	""	""	""	""
LAMA5	BCAM	Laminin subunit alpha-5	Basal cell adhesion molecule	KIAA0533,KIAA1907	LU,MSK19	Laminin-10 subunit alpha || Laminin-11 subunit alpha || Laminin-15 subunit alpha	Auberger B antigen || B-CAM cell surface glycoprotein || F8/G253 antigen || Lutheran antigen || Lutheran blood group glycoprotein || CD antigen CD239	fantom5,HPRD	12244066,11	""	""	""
LAMA5	ITGA2	Laminin subunit alpha-5	Integrin alpha-2	KIAA0533,KIAA1907	CD49B	Laminin-10 subunit alpha || Laminin-11 subunit alpha || Laminin-15 subunit alpha	CD49 antigen-like family member B || Collagen receptor || Platelet membrane glycoprotein Ia || GPIa || VLA-2 subunit alpha || CD antigen CD49b	fantom5	""	""	""	""
LAMA5	ITGA3	Laminin subunit alpha-5	Integrin alpha-3	KIAA0533,KIAA1907	MSK18	Laminin-10 subunit alpha || Laminin-11 subunit alpha || Laminin-15 subunit alpha	CD49 antigen-like family member C || FRP-2 || Galactoprotein B3 || GAPB3 || VLA-3 subunit alpha || CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain	reactome,fantom5	""	""	""	""
LAMA5	ITGA6	Laminin subunit alpha-5	Integrin alpha-6	KIAA0533,KIAA1907	""	Laminin-10 subunit alpha || Laminin-11 subunit alpha || Laminin-15 subunit alpha	CD49 antigen-like family member F || VLA-6 || CD antigen CD49f) [Cleaved into: Integrin alpha-6 heavy chain; Integrin alpha-6 light chain; Processed integrin alpha- || Alpha6p)	fantom5	""	""	""	""
LAMA5	ITGB1	Laminin subunit alpha-5	Integrin beta-1	KIAA0533,KIAA1907	FNRB,MDF2,MSK12	Laminin-10 subunit alpha || Laminin-11 subunit alpha || Laminin-15 subunit alpha	Fibronectin receptor subunit beta || Glycoprotein IIa || GPIIA || VLA-4 subunit beta || CD antigen CD29	reactome,fantom5	""	""	""	""
LAMA5	ITGB4	Laminin subunit alpha-5	Integrin beta-4	KIAA0533,KIAA1907	""	Laminin-10 subunit alpha || Laminin-11 subunit alpha || Laminin-15 subunit alpha	GP150 || CD antigen CD104	fantom5,reactome	""	""	""	""
LAMA5	SDC1	Laminin subunit alpha-5	Syndecan-1	KIAA0533,KIAA1907	SDC	Laminin-10 subunit alpha || Laminin-11 subunit alpha || Laminin-15 subunit alpha	SYND1 || CD antigen CD138	fantom5	""	""	""	""
LAMB1	ITGA1	Laminin subunit beta-1	Integrin alpha-1	""	""	Laminin B1 chain || Laminin-1 subunit beta || Laminin-10 subunit beta || Laminin-12 subunit beta || Laminin-2 subunit beta || Laminin-6 subunit beta || Laminin-8 subunit beta	CD49 antigen-like family member A || Laminin and collagen receptor || VLA-1 || CD antigen CD49a	fantom5	""	""	""	""
LAMB1	ITGA2	Laminin subunit beta-1	Integrin alpha-2	""	CD49B	Laminin B1 chain || Laminin-1 subunit beta || Laminin-10 subunit beta || Laminin-12 subunit beta || Laminin-2 subunit beta || Laminin-6 subunit beta || Laminin-8 subunit beta	CD49 antigen-like family member B || Collagen receptor || Platelet membrane glycoprotein Ia || GPIa || VLA-2 subunit alpha || CD antigen CD49b	fantom5	""	""	""	""
LAMB1	ITGA3	Laminin subunit beta-1	Integrin alpha-3	""	MSK18	Laminin B1 chain || Laminin-1 subunit beta || Laminin-10 subunit beta || Laminin-12 subunit beta || Laminin-2 subunit beta || Laminin-6 subunit beta || Laminin-8 subunit beta	CD49 antigen-like family member C || FRP-2 || Galactoprotein B3 || GAPB3 || VLA-3 subunit alpha || CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain	reactome,fantom5	""	""	""	""
LAMB1	ITGA6	Laminin subunit beta-1	Integrin alpha-6	""	""	Laminin B1 chain || Laminin-1 subunit beta || Laminin-10 subunit beta || Laminin-12 subunit beta || Laminin-2 subunit beta || Laminin-6 subunit beta || Laminin-8 subunit beta	CD49 antigen-like family member F || VLA-6 || CD antigen CD49f) [Cleaved into: Integrin alpha-6 heavy chain; Integrin alpha-6 light chain; Processed integrin alpha- || Alpha6p)	fantom5,HPMR	10842354	""	""	""
LAMB1	ITGA7	Laminin subunit beta-1	Integrin alpha-7 [Cleaved into: Integrin alpha-7 heavy chain; Integrin alpha-7 light chain; Integrin alpha-7 70 kDa form]	""	UNQ406/PRO768	Laminin B1 chain || Laminin-1 subunit beta || Laminin-10 subunit beta || Laminin-12 subunit beta || Laminin-2 subunit beta || Laminin-6 subunit beta || Laminin-8 subunit beta	""	fantom5	""	""	""	""
